9.50E-01,-7.37E-03,0.166
8.20E-01,-2.15E-02,-0.016
6.70E-01,-3.55E-02,-0.17
5.70E-01,-4.27E-02,-0.289
4.70E-01,-4.76E-02,-0.373
3.70E-01,-4.89E-02,-0.327
2.70E-01,-4.72E-02,-0.224
1.70E-01,-4.22E-02,-0.139
5.02E-02,-2.98E-02,-0.026
2.01E-02,-2.28E-02,-0.004
5.91E-03,-1.33E-02,0.578
4.20E-04,3.17E-03,0.786
2.22E-03,8.06E-03,0.396
9.14E-03,1.64E-02,-0.217
2.04E-02,2.27E-02,-0.778
3.51E-02,2.70E-02,-1.031
6.02E-02,3.13E-02,-0.006
1.00E-01,3.63E-02,-0.906
1.50E-01,4.08E-02,-0.843
2.00E-01,4.41E-02,-0.768
2.50E-01,4.65E-02,-0.523
3.00E-01,4.80E-02,-0.579
3.50E-01,4.88E-02,-0.626
4.00E-01,4.89E-02,-0.646
4.50E-01,4.81E-02,-0.694
5.00E-01,4.65E-02,-0.749
5.50E-01,4.39E-02,-0.761
6.01E-01,4.07E-02,-0.781
6.50E-01,3.71E-02,-0.259
7.10E-01,3.22E-02,-0.103
7.80E-01,2.56E-02,0.006
8.50E-01,1.82E-02,0.086
9.20E-01,1.02E-02,0.16
9.86E-01,2.51E-03,0.24
