0.9414	0.18419
0.939164	0.181961
0.93517	0.176867
0.931114	0.17062
0.926949	0.163172
0.922629	0.154689
0.918115	0.144687
0.91649	0.141116
0.913368	0.134189
0.908362	0.122751
0.903073	0.110863
0.897481	0.0987107
0.891571	0.0865037
0.885329	0.0745843
0.878747	0.0632951
0.878272	0.0625862
0.871818	0.0529866
0.864826	0.0442551
0.86456	0.0439345
0.864539	0.0439097
0.857183	0.0365732
0.856911	0.0362763
0.849585	0.0307993
0.84893	0.0301049
0.763141	-0.174649
0.752342	-0.187318
0.746855	-0.19505
0.741363	-0.205156
0.738579	-0.211835
0.735796	-0.224777
0.733995	-0.241976
0.733669	-0.245971
0.733013	-0.25402
0.732644	-0.260308
0.732397	-0.264524
0.731273	-0.283715
0.730227	-0.302603
0.727408	-0.340315
0.724592	-0.353736
0.718953	-0.362686
0.713267	-0.359471
0.707572	-0.344013
0.704709	-0.3301
0.701847	-0.311226
0.700569	-0.301436
0.700332	-0.29957
0.699332	-0.291687
0.698979	-0.288902
0.697752	-0.278906
0.696109	-0.266963
0.693224	-0.248471
0.690339	-0.23742
0.684558	-0.214547
0.681665	-0.187212
0.678771	-0.169963
0.67779	-0.186669
0.677574	-0.194305
0.676203	-0.242675
0.675876	-0.254186
0.672976	-0.394763
0.672074	-0.426893
0.670081	-0.468563
0.667185	-0.475629
0.661388	-0.47746
0.649818	-0.466705
0.644055	-0.457176
0.63829	-0.445503
0.62683	-0.423033
0.615462	-0.398967
0.604212	-0.374317
0.593102	-0.350695
0.593102	-0.350695
0.582157	-0.327378
0.571399	-0.304114
0.560848	-0.281886
0.550525	-0.260824
0.545488	-0.251253
0.541364	-0.242944
0.540777	-0.241759
0.540448	-0.241086
0.536846	-0.234553
0.536808	-0.234487
0.536495	-0.233919
0.535542	-0.232057
0.530628	-0.222929
0.521081	-0.20466
0.511819	-0.186254
0.4179	0.212636
0.418038	0.21176
0.418745	0.207372
0.42252	0.181312
0.424375	0.167304
0.425629	0.158307
0.426205	0.153996
0.428027	0.13965
0.429832	0.125611
0.431168	0.115265
0.431622	0.111746
0.431686	0.111308
0.431789	0.110591
0.432961	0.102545
0.433395	0.0994762
0.436973	0.0749862
0.438425	0.0656108
0.440504	0.0519023
0.444089	0.0311003
0.445476	0.0228557
0.445839	0.0208068
0.445854	0.0207266
0.445863	0.0206724
0.446014	0.0197863
0.447237	0.0127345
0.447633	0.0104169
0.449452	0.00120674
0.451264	-0.00672861
0.454306	-0.019876
0.454864	-0.0221616
0.458565	-0.0375018
0.462241	-0.0517835
0.469833	-0.0789359
0.470337	-0.0806756
0.470677	-0.0818465
0.471202	-0.083643
0.473764	-0.0921006
0.477673	-0.102789
0.485784	-0.125072
0.490361	-0.137356
0.490432	-0.137548
0.491194	-0.139582
0.494173	-0.147032
0.502848	-0.167273
0.511819	-0.186254
0.763141	-0.174649
0.773739	-0.155876
0.778929	-0.144184
0.784113	-0.128079
0.78918	-0.109357
0.794245	-0.0881058
0.794825	-0.0858041
0.795793	-0.0819533
0.796339	-0.0797913
0.799177	-0.06588
0.804108	-0.0439653
0.8089	-0.0234475
0.81369	-0.00639304
0.818336	0.00461105
0.822977	0.0114624
0.831954	0.0187756
0.840609	0.0248545
0.84893	0.0301049
