9.49E-01,-7.35E-03,0.146
8.17E-01,-2.18E-02,-0.045
6.67E-01,-3.58E-02,-0.19
5.67E-01,-4.29E-02,-0.285
4.67E-01,-4.77E-02,-0.334
3.67E-01,-4.89E-02,-0.265
2.67E-01,-4.71E-02,-0.192
1.67E-01,-4.20E-02,-0.133
4.91E-02,-2.96E-02,-0.048
1.92E-02,-2.24E-02,-0.02
5.20E-03,-1.26E-02,0.562
3.10E-04,2.77E-03,0.811
1.08E-03,5.53E-03,0.45
7.89E-03,1.53E-02,-0.157
1.91E-02,2.23E-02,-0.715
3.40E-02,2.67E-02,-0.991
5.91E-02,3.11E-02,-0.963
9.91E-02,3.61E-02,-0.835
1.49E-01,4.07E-02,-0.425
1.99E-01,4.41E-02,-0.49
2.51E-01,4.65E-02,-0.521
2.99E-01,4.80E-02,-0.522
3.49E-01,4.88E-02,-0.54
3.99E-01,4.89E-02,-0.582
4.49E-01,4.82E-02,-0.598
4.99E-01,4.65E-02,-0.655
5.49E-01,4.40E-02,-0.683
5.99E-01,4.08E-02,-0.699
6.49E-01,3.72E-02,-0.718
7.09E-01,3.23E-02,-0.222
7.79E-01,2.57E-02,-0.06
8.49E-01,1.83E-02,0.04
9.19E-01,1.03E-02,0.131
9.84E-01,2.83E-03,0.218
