0.436977	0.0814941
0.433395	0.106546
0.432962	0.10999
0.431783	0.119466
0.431676	0.120331
0.431624	0.12074
0.431172	0.124234
0.429833	0.134959
0.428027	0.14739
0.426205	0.160842
0.425629	0.165517
0.422521	0.188329
0.418745	0.213412
0.741363	-0.159537
0.73265	-0.174767
0.730227	-0.179349
0.718954	-0.19972
0.707572	-0.220122
0.701847	-0.232101
0.699334	-0.238882
0.696109	-0.255734
0.693224	-0.282028
0.690339	-0.322454
0.68745	-0.359408
0.684558	-0.381649
0.678771	-0.403559
0.672976	-0.414748
0.661389	-0.424306
0.649818	-0.421736
0.63829	-0.41104
0.62683	-0.393477
0.621146	-0.385467
0.615462	-0.374686
0.609837	-0.366082
0.604212	-0.354698
0.598657	-0.343298
0.418745	0.213412
0.4179	0.218467
0.741363	-0.159537
0.752342	-0.140402
0.763141	-0.122384
0.773739	-0.105414
0.784113	-0.0894346
0.786523	-0.0858145
0.794245	-0.074388
0.794826	-0.0735418
0.796154	-0.0716047
0.796369	-0.0712917
0.804108	-0.0601253
0.81369	-0.0464163
0.598657	-0.343298
0.593102	-0.332075
0.58763	-0.321027
0.582157	-0.310782
0.576778	-0.299005
0.572117	-0.291583
0.571916	-0.291231
0.571398	-0.290349
0.560848	-0.270037
0.550525	-0.250907
0.540448	-0.230418
0.536846	-0.223032
0.536791	-0.222939
0.536481	-0.222402
0.535541	-0.220595
0.530628	-0.211479
0.525856	-0.202567
0.52108	-0.194541
0.511819	-0.175944
0.502848	-0.156798
0.494173	-0.137112
0.490361	-0.127801
0.485783	-0.115962
0.481735	-0.104895
0.477673	-0.0924635
0.469833	-0.0684189
0.467407	-0.0606629
0.466049	-0.0563916
0.462241	-0.0419336
0.458564	-0.0267411
0.456717	-0.0205655
0.454864	-0.0143083
0.454306	-0.0117244
0.451264	0.00177177
0.447633	0.0188925
0.444086	0.0374914
0.440504	0.0585276
0.43836	0.0725463
0.436977	0.0814941
0.9414	0.178608
0.939164	0.176492
0.93517	0.171658
0.931114	0.165719
0.926949	0.158742
0.922629	0.150772
0.918115	0.141867
0.9175	0.140601
0.9168	0.139166
0.91649	0.138527
0.913368	0.132084
0.912798	0.130879
0.908362	0.121473
0.903073	0.110133
0.897481	0.0981556
0.891571	0.0856532
0.885329	0.0727641
0.878747	0.0596231
0.878272	0.0587126
0.871818	0.0463402
0.864826	0.0335378
0.86456	0.033049
0.864539	0.0330115
0.857183	0.0201861
0.856911	0.0197117
0.849585	0.00753467
0.84893	0.00644851
0.840609	-0.00673902
0.831954	-0.0198836
0.822977	-0.0330642
0.81369	-0.0464163
